neighbourhood,calculated_host_listings_count,availability_365,room_type_num,neighbourhood_group_num,price
0.10454545454545454,0.0,0.0,0.5,0.0,150
0.031818181818181815,0.0,0.27123287671232876,0.0,0.0,100
0.031818181818181815,0.0,0.0,0.0,0.0,200
0.09999999999999999,0.003067484662576687,0.4136986301369863,0.0,0.25,280
0.05909090909090909,0.0,0.6986301369863014,0.0,0.0,349
0.1909090909090909,0.0,0.03561643835616438,0.0,0.0,210
0.1590909090909091,0.0,0.0,0.5,0.25,75
0.2818181818181818,0.0,0.0,0.5,0.0,43
0.06363636363636363,0.0,0.6164383561643836,0.0,0.0,120
0.18636363636363634,0.0,0.0,0.5,0.25,50
0.07272727272727272,0.0,0.0,0.0,0.0,200
0.16818181818181818,0.0,0.0,0.0,0.5,130
0.013636363636363636,0.0,0.0,0.0,0.0,140
0.5318181818181817,0.003067484662576687,0.12876712328767123,0.5,0.0,95
0.04090909090909091,0.0,0.6684931506849315,0.5,0.25,50
0.10909090909090909,0.0,0.04657534246575343,0.0,0.0,190
0.031818181818181815,0.10122699386503069,0.5232876712328767,0.0,0.0,325
0.8227272727272726,0.0,0.0,0.5,1.0,55
0.2409090909090909,0.0,0.8794520547945206,0.0,0.25,100
0.045454545454545456,0.006134969325153375,0.23013698630136986,0.0,0.0,155
0.05909090909090909,0.03374233128834356,1.0,0.5,0.0,899
0.12727272727272726,0.0,0.0,0.5,0.0,230
0.39545454545454545,0.0,0.0,0.5,0.5,55
0.05909090909090909,0.0,0.7205479452054795,0.0,0.0,750
0.06363636363636363,0.003067484662576687,0.7205479452054795,0.5,0.0,100
0.08181818181818182,0.0,0.11506849315068493,0.0,0.25,40
0.13636363636363635,0.0,0.0,0.5,0.0,56
0.05909090909090909,0.0,0.1589041095890411,0.0,0.0,999
0.10909090909090909,0.0,0.0,0.0,0.0,390
0.23636363636363636,0.0,0.0,0.5,0.0,65
0.0,0.0,0.0,0.0,0.0,180
0.004545454545454545,0.0,0.0,0.5,0.25,99
0.09545454545454544,0.0,0.29315068493150687,0.0,0.0,350
0.0,0.0,0.0,0.0,0.0,60
0.1409090909090909,0.0,0.7479452054794521,0.0,0.25,130
0.2818181818181818,0.006134969325153375,0.24657534246575344,0.5,0.0,155
0.16818181818181818,0.0,0.684931506849315,0.5,0.5,85
0.16818181818181818,0.0,0.0,0.5,0.5,45
0.35,0.0,0.0,0.0,0.5,85
0.1590909090909091,0.0,0.021917808219178082,0.0,0.25,85
0.1909090909090909,0.0,0.3780821917808219,0.0,0.0,500
0.02727272727272727,0.0,0.052054794520547946,0.5,0.25,65
0.4818181818181818,0.0,0.1452054794520548,0.5,0.5,80
0.004545454545454545,0.0,0.0,0.5,0.25,50
0.1590909090909091,0.003067484662576687,0.0,0.5,0.25,70
0.045454545454545456,0.0,0.0,0.5,0.0,80
0.7363636363636363,0.0,0.0,0.5,1.0,65
0.04090909090909091,0.006134969325153375,0.9616438356164384,0.5,0.25,35
0.07727272727272727,0.0,0.20273972602739726,0.5,0.25,89
